STARTDATE_EPOCH|STOPDATE_EPOCH|DURATION_MS|STARTDATE|STOPDATE|DURATION|BENCHMARK|DATABASE|SCALE_FACTOR|ENGINE|FILE_FORMAT|QUERY
1453991231|1453991240|9000|2016/01/28:14:27:11|2016/01/28:14:27:20|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1453991240|1453991250|10000|2016/01/28:14:27:20|2016/01/28:14:27:30|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 10
1453991250|1453991266|16000|2016/01/28:14:27:30|2016/01/28:14:27:46|0h 0m 16s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 12
1453991266|1453991280|14000|2016/01/28:14:27:46|2016/01/28:14:28:00|0h 0m 14s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 13
1453991280|1453991289|9000|2016/01/28:14:28:00|2016/01/28:14:28:09|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 14
1453991289|1453991298|9000|2016/01/28:14:28:09|2016/01/28:14:28:18|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 15
1453991298|1453991307|9000|2016/01/28:14:28:18|2016/01/28:14:28:27|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 16
1453991307|1453991320|13000|2016/01/28:14:28:27|2016/01/28:14:28:40|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 19
1453991320|1453991335|15000|2016/01/28:14:28:40|2016/01/28:14:28:55|0h 0m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 22
1453996634|1453996644|10000|2016/01/28:15:57:14|2016/01/28:15:57:24|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453996644|1453996650|6000|2016/01/28:15:57:24|2016/01/28:15:57:30|0h 0m 6s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1454485489|1454485499|10000|2016/02/03:07:44:49|2016/02/03:07:44:59|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1454485499|1454485526|27000|2016/02/03:07:44:59|2016/02/03:07:45:26|0h 0m 27s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1454485526|1454485527|1000|2016/02/03:07:45:26|2016/02/03:07:45:27|0h 0m 1s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1454486215|1454486230|15000|2016/02/03:07:56:55|2016/02/03:07:57:10|0h 0m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1454486230|1454486773|543000|2016/02/03:07:57:10|2016/02/03:08:06:13|0h 9m 3s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1454486773|1454486792|19000|2016/02/03:08:06:13|2016/02/03:08:06:32|0h 0m 19s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1454486792|1454486802|10000|2016/02/03:08:06:32|2016/02/03:08:06:42|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1454486802|1454486812|10000|2016/02/03:08:06:42|2016/02/03:08:06:52|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 10
1454486812|1454486825|13000|2016/02/03:08:06:52|2016/02/03:08:07:05|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 12
1454486826|1454486844|18000|2016/02/03:08:07:06|2016/02/03:08:07:24|0h 0m 18s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 13
1454486844|1454486857|13000|2016/02/03:08:07:24|2016/02/03:08:07:37|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 14
1454486857|1454486868|11000|2016/02/03:08:07:37|2016/02/03:08:07:48|0h 0m 11s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 15
1454486868|1454486878|10000|2016/02/03:08:07:48|2016/02/03:08:07:58|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 16
1454486878|1454486896|18000|2016/02/03:08:07:58|2016/02/03:08:08:16|0h 0m 18s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 19
1454486896|1454486910|14000|2016/02/03:08:08:16|2016/02/03:08:08:30|0h 0m 14s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 22
1454488664|1454488673|9000|2016/02/03:08:37:44|2016/02/03:08:37:53|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1454488673|1454489267|594000|2016/02/03:08:37:53|2016/02/03:08:47:47|0h 9m 54s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1454489267|1454489277|10000|2016/02/03:08:47:47|2016/02/03:08:47:57|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1454489277|1454489292|15000|2016/02/03:08:47:57|2016/02/03:08:48:12|0h 0m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1454489293|1454489308|15000|2016/02/03:08:48:13|2016/02/03:08:48:28|0h 0m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 10
1454489308|1454489318|10000|2016/02/03:08:48:28|2016/02/03:08:48:38|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 12
1454489318|1454489328|10000|2016/02/03:08:48:38|2016/02/03:08:48:48|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 13
1454489328|1454489337|9000|2016/02/03:08:48:48|2016/02/03:08:48:57|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 14
1454489337|1454489352|15000|2016/02/03:08:48:57|2016/02/03:08:49:12|0h 0m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 15
1454489352|1454489366|14000|2016/02/03:08:49:12|2016/02/03:08:49:26|0h 0m 14s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 16
1454489366|1454489376|10000|2016/02/03:08:49:26|2016/02/03:08:49:36|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 19
1454489376|1454489386|10000|2016/02/03:08:49:36|2016/02/03:08:49:46|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 22
1454495551|1454495563|12000|2016/02/03:10:32:31|2016/02/03:10:32:43|0h 0m 12s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1454495563|1454496147|584000|2016/02/03:10:32:43|2016/02/03:10:42:27|0h 9m 44s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1454496147|1454496276|129000|2016/02/03:10:42:27|2016/02/03:10:44:36|0h 2m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1454496276|1454496290|14000|2016/02/03:10:44:36|2016/02/03:10:44:50|0h 0m 14s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1454496290|1454496800|510000|2016/02/03:10:44:50|2016/02/03:10:53:20|0h 8m 30s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 10
1454496800|1454497080|280000|2016/02/03:10:53:20|2016/02/03:10:58:00|0h 4m 40s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 12
1454497080|1454497305|225000|2016/02/03:10:58:00|2016/02/03:11:01:45|0h 3m 45s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 13
1454497305|1454497554|249000|2016/02/03:11:01:45|2016/02/03:11:05:54|0h 4m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 14
1454497554|1454497873|319000|2016/02/03:11:05:54|2016/02/03:11:11:13|0h 5m 19s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 15
1454497873|1454498155|282000|2016/02/03:11:11:13|2016/02/03:11:15:55|0h 4m 42s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 16
1454498155|1454498630|475000|2016/02/03:11:15:55|2016/02/03:11:23:50|0h 7m 55s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 19
1454498630|1454498943|313000|2016/02/03:11:23:50|2016/02/03:11:29:03|0h 5m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 22
1454513643|1454513801|158000|2016/02/03:15:34:03|2016/02/03:15:36:41|0h 2m 38s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 1
1454513801|1454514047|246000|2016/02/03:15:36:41|2016/02/03:15:40:47|0h 4m 6s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 2
1454514047|1454514124|77000|2016/02/03:15:40:47|2016/02/03:15:42:04|0h 1m 17s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 6
1454514124|1454514545|421000|2016/02/03:15:42:04|2016/02/03:15:49:04|0h 7m 1s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 7
1454514545|1454514972|427000|2016/02/03:15:49:05|2016/02/03:15:56:12|0h 7m 7s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 10
1454514972|1454515191|219000|2016/02/03:15:56:12|2016/02/03:15:59:51|0h 3m 39s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 12
1454515191|1454515417|226000|2016/02/03:15:59:51|2016/02/03:16:03:37|0h 3m 46s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 13
1454515417|1454515737|320000|2016/02/03:16:03:37|2016/02/03:16:08:57|0h 5m 20s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 14
1454515737|1454516067|330000|2016/02/03:16:08:57|2016/02/03:16:14:27|0h 5m 30s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 15
1454516067|1454516275|208000|2016/02/03:16:14:27|2016/02/03:16:17:55|0h 3m 28s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 16
1454516275|1454516332|57000|2016/02/03:16:17:55|2016/02/03:16:18:52|0h 0m 57s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 19
1454516332|1454516617|285000|2016/02/03:16:18:52|2016/02/03:16:23:37|0h 4m 45s|tpch|tpch_ORC_2sf|2|hive|ORC|Query 22
1454517807|1454518364|557000|2016/02/03:16:43:27|2016/02/03:16:52:44|0h 9m 17s|tpch|tpch_avro_2sf|2|pig|avro|Query 1
1454518364|1454518700|336000|2016/02/03:16:52:44|2016/02/03:16:58:20|0h 5m 36s|tpch|tpch_avro_2sf|2|pig|avro|Query 2
1454518700|1454518878|178000|2016/02/03:16:58:20|2016/02/03:17:01:18|0h 2m 58s|tpch|tpch_avro_2sf|2|pig|avro|Query 6
1454518878|1454519340|462000|2016/02/03:17:01:18|2016/02/03:17:09:00|0h 7m 42s|tpch|tpch_avro_2sf|2|pig|avro|Query 7
1454519340|1454519801|461000|2016/02/03:17:09:00|2016/02/03:17:16:41|0h 7m 41s|tpch|tpch_avro_2sf|2|pig|avro|Query 10
1454519801|1454520116|315000|2016/02/03:17:16:41|2016/02/03:17:21:56|0h 5m 15s|tpch|tpch_avro_2sf|2|pig|avro|Query 12
1454520116|1454520321|205000|2016/02/03:17:21:56|2016/02/03:17:25:21|0h 3m 25s|tpch|tpch_avro_2sf|2|pig|avro|Query 13
1454520321|1454520588|267000|2016/02/03:17:25:21|2016/02/03:17:29:48|0h 4m 27s|tpch|tpch_avro_2sf|2|pig|avro|Query 14
1454520588|1454520908|320000|2016/02/03:17:29:48|2016/02/03:17:35:08|0h 5m 20s|tpch|tpch_avro_2sf|2|pig|avro|Query 15
1454520908|1454521143|235000|2016/02/03:17:35:08|2016/02/03:17:39:03|0h 3m 55s|tpch|tpch_avro_2sf|2|pig|avro|Query 16
1454521143|1454521530|387000|2016/02/03:17:39:03|2016/02/03:17:45:30|0h 6m 27s|tpch|tpch_avro_2sf|2|pig|avro|Query 19
1454521530|1454521763|233000|2016/02/03:17:45:30|2016/02/03:17:49:23|0h 3m 53s|tpch|tpch_avro_2sf|2|pig|avro|Query 22
1454522372|1454522390|18000|2016/02/03:17:59:32|2016/02/03:17:59:50|0h 0m 18s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 1
1454522390|1454522410|20000|2016/02/03:17:59:50|2016/02/03:18:00:10|0h 0m 20s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 2
1454522410|1454522424|14000|2016/02/03:18:00:10|2016/02/03:18:00:24|0h 0m 14s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 6
1454522424|1454522434|10000|2016/02/03:18:00:24|2016/02/03:18:00:34|0h 0m 10s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 7
1454522434|1454522446|12000|2016/02/03:18:00:34|2016/02/03:18:00:46|0h 0m 12s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 10
1454522446|1454522456|10000|2016/02/03:18:00:46|2016/02/03:18:00:56|0h 0m 10s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 12
1454522456|1454522472|16000|2016/02/03:18:00:56|2016/02/03:18:01:12|0h 0m 16s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 13
1454522472|1454522488|16000|2016/02/03:18:01:12|2016/02/03:18:01:28|0h 0m 16s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 14
1454522488|1454522499|11000|2016/02/03:18:01:28|2016/02/03:18:01:39|0h 0m 11s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 15
1454522499|1454522509|10000|2016/02/03:18:01:39|2016/02/03:18:01:49|0h 0m 10s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 16
1454522509|1454522519|10000|2016/02/03:18:01:49|2016/02/03:18:01:59|0h 0m 10s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 19
1454522519|1454522537|18000|2016/02/03:18:01:59|2016/02/03:18:02:17|0h 0m 18s|tpch|tpch_ORC_2sf|2|pig|ORC|Query 22
1454522611|1454522621|10000|2016/02/03:18:03:31|2016/02/03:18:03:41|0h 0m 10s|tpch|tpch_orc_2sf|2|pig|orc|Query 1
1454522621|1454522699|78000|2016/02/03:18:03:41|2016/02/03:18:04:59|0h 1m 18s|tpch|tpch_orc_2sf|2|pig|orc|Query 2
1454522699|1454522700|1000|2016/02/03:18:04:59|2016/02/03:18:05:00|0h 0m 1s|tpch|tpch_orc_2sf|2|pig|orc|Query 6
1454522700|1454522701|1000|2016/02/03:18:05:00|2016/02/03:18:05:01|0h 0m 1s|tpch|tpch_orc_2sf|2|pig|orc|Query 7
1454522756|1454523154|398000|2016/02/03:18:05:56|2016/02/03:18:12:34|0h 6m 38s|tpch|tpch_orc_2sf|2|pig|orc|Query 1
1454523154|1454523517|363000|2016/02/03:18:12:34|2016/02/03:18:18:37|0h 6m 3s|tpch|tpch_orc_2sf|2|pig|orc|Query 2
1454523517|1454523595|78000|2016/02/03:18:18:37|2016/02/03:18:19:55|0h 1m 18s|tpch|tpch_orc_2sf|2|pig|orc|Query 6
1454523595|1454523990|395000|2016/02/03:18:19:55|2016/02/03:18:26:30|0h 6m 35s|tpch|tpch_orc_2sf|2|pig|orc|Query 7
1454523990|1454524359|369000|2016/02/03:18:26:30|2016/02/03:18:32:39|0h 6m 9s|tpch|tpch_orc_2sf|2|pig|orc|Query 10
1454524359|1454524617|258000|2016/02/03:18:32:39|2016/02/03:18:36:57|0h 4m 18s|tpch|tpch_orc_2sf|2|pig|orc|Query 12
1454524617|1454524842|225000|2016/02/03:18:36:57|2016/02/03:18:40:42|0h 3m 45s|tpch|tpch_orc_2sf|2|pig|orc|Query 13
1454524842|1454525010|168000|2016/02/03:18:40:42|2016/02/03:18:43:30|0h 2m 48s|tpch|tpch_orc_2sf|2|pig|orc|Query 14
1454525010|1454525250|240000|2016/02/03:18:43:30|2016/02/03:18:47:30|0h 4m 0s|tpch|tpch_orc_2sf|2|pig|orc|Query 15
1454525250|1454525513|263000|2016/02/03:18:47:30|2016/02/03:18:51:53|0h 4m 23s|tpch|tpch_orc_2sf|2|pig|orc|Query 16
1454525513|1454525838|325000|2016/02/03:18:51:53|2016/02/03:18:57:18|0h 5m 25s|tpch|tpch_orc_2sf|2|pig|orc|Query 19
1454525838|1454526080|242000|2016/02/03:18:57:18|2016/02/03:19:01:20|0h 4m 2s|tpch|tpch_orc_2sf|2|pig|orc|Query 22
1454577219|1454577231|12000|2016/02/04:09:13:39|2016/02/04:09:13:51|0h 0m 12s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 1
1454577231|1454577269|38000|2016/02/04:09:13:51|2016/02/04:09:14:29|0h 0m 38s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 2
1454577269|1454577283|14000|2016/02/04:09:14:29|2016/02/04:09:14:43|0h 0m 14s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 6
1454577283|1454577296|13000|2016/02/04:09:14:43|2016/02/04:09:14:56|0h 0m 13s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 7
1454577296|1454577310|14000|2016/02/04:09:14:56|2016/02/04:09:15:10|0h 0m 14s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 10
1454577310|1454577325|15000|2016/02/04:09:15:10|2016/02/04:09:15:25|0h 0m 15s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 12
1454577325|1454577337|12000|2016/02/04:09:15:25|2016/02/04:09:15:37|0h 0m 12s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 13
1454577337|1454577339|2000|2016/02/04:09:15:37|2016/02/04:09:15:39|0h 0m 2s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 14
1454577359|1454577379|20000|2016/02/04:09:15:59|2016/02/04:09:16:19|0h 0m 20s|tpch|tpch_orc_8sf|8|pig|orc|Query 1
1454577379|1454577403|24000|2016/02/04:09:16:19|2016/02/04:09:16:43|0h 0m 24s|tpch|tpch_orc_8sf|8|pig|orc|Query 2
1454577403|1454577416|13000|2016/02/04:09:16:43|2016/02/04:09:16:56|0h 0m 13s|tpch|tpch_orc_8sf|8|pig|orc|Query 6
1454577416|1454577434|18000|2016/02/04:09:16:56|2016/02/04:09:17:14|0h 0m 18s|tpch|tpch_orc_8sf|8|pig|orc|Query 7
1454577434|1454577438|4000|2016/02/04:09:17:14|2016/02/04:09:17:18|0h 0m 4s|tpch|tpch_orc_8sf|8|pig|orc|Query 10
1454577438|1454577439|1000|2016/02/04:09:17:18|2016/02/04:09:17:19|0h 0m 1s|tpch|tpch_orc_8sf|8|pig|orc|Query 12
1454577453|1454578354|901000|2016/02/04:09:17:33|2016/02/04:09:32:34|0h 15m 1s|tpch|tpch_orc_4sf|4|pig|orc|Query 1
1454578354|1454578978|624000|2016/02/04:09:32:34|2016/02/04:09:42:58|0h 10m 24s|tpch|tpch_orc_4sf|4|pig|orc|Query 2
1454578978|1454579157|179000|2016/02/04:09:42:58|2016/02/04:09:45:57|0h 2m 59s|tpch|tpch_orc_4sf|4|pig|orc|Query 6
1454579157|1454579858|701000|2016/02/04:09:45:57|2016/02/04:09:57:38|0h 11m 41s|tpch|tpch_orc_4sf|4|pig|orc|Query 7
1454579858|1454580592|734000|2016/02/04:09:57:38|2016/02/04:10:09:52|0h 12m 14s|tpch|tpch_orc_4sf|4|pig|orc|Query 10
1454580592|1454581016|424000|2016/02/04:10:09:52|2016/02/04:10:16:56|0h 7m 4s|tpch|tpch_orc_4sf|4|pig|orc|Query 12
1454581016|1454581358|342000|2016/02/04:10:16:56|2016/02/04:10:22:38|0h 5m 42s|tpch|tpch_orc_4sf|4|pig|orc|Query 13
1454581358|1454581656|298000|2016/02/04:10:22:38|2016/02/04:10:27:36|0h 4m 58s|tpch|tpch_orc_4sf|4|pig|orc|Query 14
1454581656|1454582022|366000|2016/02/04:10:27:36|2016/02/04:10:33:42|0h 6m 6s|tpch|tpch_orc_4sf|4|pig|orc|Query 15
1454582023|1454582427|404000|2016/02/04:10:33:43|2016/02/04:10:40:27|0h 6m 44s|tpch|tpch_orc_4sf|4|pig|orc|Query 16
1454582427|1454583082|655000|2016/02/04:10:40:27|2016/02/04:10:51:22|0h 10m 55s|tpch|tpch_orc_4sf|4|pig|orc|Query 19
1454583082|1454583538|456000|2016/02/04:10:51:22|2016/02/04:10:58:58|0h 7m 36s|tpch|tpch_orc_4sf|4|pig|orc|Query 22
1454584361|1454584375|14000|2016/02/04:11:12:41|2016/02/04:11:12:55|0h 0m 14s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 1
1454584375|1454585111|736000|2016/02/04:11:12:55|2016/02/04:11:25:11|0h 12m 16s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 2
1454585111|1454585341|230000|2016/02/04:11:25:11|2016/02/04:11:29:01|0h 3m 50s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 6
1454585341|1454585372|31000|2016/02/04:11:29:01|2016/02/04:11:29:31|0h 0m 31s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 7
1454585372|1454585999|627000|2016/02/04:11:29:32|2016/02/04:11:39:59|0h 10m 27s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 10
1454585999|1454586511|512000|2016/02/04:11:39:59|2016/02/04:11:48:31|0h 8m 32s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 12
1454586511|1454586800|289000|2016/02/04:11:48:31|2016/02/04:11:53:20|0h 4m 49s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 13
1454586800|1454588031|1231000|2016/02/04:11:53:20|2016/02/04:12:13:51|0h 20m 31s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 14
1454588031|1454588490|459000|2016/02/04:12:13:51|2016/02/04:12:21:30|0h 7m 39s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 15
1454588490|1454588921|431000|2016/02/04:12:21:30|2016/02/04:12:28:41|0h 7m 11s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 16
1454588921|1454589540|619000|2016/02/04:12:28:41|2016/02/04:12:39:00|0h 10m 19s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 19
1454589540|1454589932|392000|2016/02/04:12:39:00|2016/02/04:12:45:32|0h 6m 32s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 22
1454592840|1454593199|359000|2016/02/04:13:34:00|2016/02/04:13:39:59|0h 5m 59s|tpch|tpch_avro_4sf|4|pig|avro|Query 1
1454593630|1454594626|996000|2016/02/04:13:47:10|2016/02/04:14:03:46|0h 16m 36s|tpch|tpch_avro_4sf|4|pig|avro|Query 1
1454594626|1454595033|407000|2016/02/04:14:03:46|2016/02/04:14:10:33|0h 6m 47s|tpch|tpch_avro_4sf|4|pig|avro|Query 2
1454595033|1454595358|325000|2016/02/04:14:10:33|2016/02/04:14:15:58|0h 5m 25s|tpch|tpch_avro_4sf|4|pig|avro|Query 6
1454595358|1454596108|750000|2016/02/04:14:15:58|2016/02/04:14:28:28|0h 12m 30s|tpch|tpch_avro_4sf|4|pig|avro|Query 7
1454596108|1454596846|738000|2016/02/04:14:28:28|2016/02/04:14:40:46|0h 12m 18s|tpch|tpch_avro_4sf|4|pig|avro|Query 10
1454596847|1454597414|567000|2016/02/04:14:40:47|2016/02/04:14:50:14|0h 9m 27s|tpch|tpch_avro_4sf|4|pig|avro|Query 12
1454597414|1454597689|275000|2016/02/04:14:50:14|2016/02/04:14:54:49|0h 4m 35s|tpch|tpch_avro_4sf|4|pig|avro|Query 13
1454597689|1454598166|477000|2016/02/04:14:54:49|2016/02/04:15:02:46|0h 7m 57s|tpch|tpch_avro_4sf|4|pig|avro|Query 14
1454598166|1454598682|516000|2016/02/04:15:02:46|2016/02/04:15:11:22|0h 8m 36s|tpch|tpch_avro_4sf|4|pig|avro|Query 15
1454598682|1454599016|334000|2016/02/04:15:11:22|2016/02/04:15:16:56|0h 5m 34s|tpch|tpch_avro_4sf|4|pig|avro|Query 16
1454599016|1454599677|661000|2016/02/04:15:16:56|2016/02/04:15:27:57|0h 11m 1s|tpch|tpch_avro_4sf|4|pig|avro|Query 19
1454599677|1454599995|318000|2016/02/04:15:27:57|2016/02/04:15:33:15|0h 5m 18s|tpch|tpch_avro_4sf|4|pig|avro|Query 22
1454600222|1454600423|201000|2016/02/04:15:37:02|2016/02/04:15:40:23|0h 3m 21s|tpch|tpch_orc_4sf|4|hive|orc|Query 1
1454600423|1454600784|361000|2016/02/04:15:40:23|2016/02/04:15:46:24|0h 6m 1s|tpch|tpch_orc_4sf|4|hive|orc|Query 2
1454600784|1454600861|77000|2016/02/04:15:46:24|2016/02/04:15:47:41|0h 1m 17s|tpch|tpch_orc_4sf|4|hive|orc|Query 6
1454600861|1454601320|459000|2016/02/04:15:47:41|2016/02/04:15:55:20|0h 7m 39s|tpch|tpch_orc_4sf|4|hive|orc|Query 7
1454601320|1454601758|438000|2016/02/04:15:55:20|2016/02/04:16:02:38|0h 7m 18s|tpch|tpch_orc_4sf|4|hive|orc|Query 10
1454601758|1454602246|488000|2016/02/04:16:02:38|2016/02/04:16:10:46|0h 8m 8s|tpch|tpch_orc_4sf|4|hive|orc|Query 12
1454602246|1454602580|334000|2016/02/04:16:10:46|2016/02/04:16:16:20|0h 5m 34s|tpch|tpch_orc_4sf|4|hive|orc|Query 13
1454602580|1454602645|65000|2016/02/04:16:16:20|2016/02/04:16:17:25|0h 1m 5s|tpch|tpch_orc_4sf|4|hive|orc|Query 14
1454602645|1454603182|537000|2016/02/04:16:17:25|2016/02/04:16:26:22|0h 8m 57s|tpch|tpch_orc_4sf|4|hive|orc|Query 15
1454603182|1454604193|1011000|2016/02/04:16:26:22|2016/02/04:16:43:13|0h 16m 51s|tpch|tpch_orc_4sf|4|hive|orc|Query 16
1454604193|1454604258|65000|2016/02/04:16:43:13|2016/02/04:16:44:18|0h 1m 5s|tpch|tpch_orc_4sf|4|hive|orc|Query 19
1454604258|1454604631|373000|2016/02/04:16:44:18|2016/02/04:16:50:31|0h 6m 13s|tpch|tpch_orc_4sf|4|hive|orc|Query 22
1454605185|1454605257|72000|2016/02/04:16:59:45|2016/02/04:17:00:57|0h 1m 12s|tpch|tpch_orc_4sf|4|hive|orc|Query 7
1454605257|1454605580|323000|2016/02/04:17:00:57|2016/02/04:17:06:20|0h 5m 23s|tpch|tpch_orc_4sf|4|hive|orc|Query 10
1454605580|1454605624|44000|2016/02/04:17:06:20|2016/02/04:17:07:04|0h 0m 44s|tpch|tpch_orc_4sf|4|hive|orc|Query 14
1454605624|1454605677|53000|2016/02/04:17:07:04|2016/02/04:17:07:57|0h 0m 53s|tpch|tpch_orc_4sf|4|hive|orc|Query 16
1454605677|1454605731|54000|2016/02/04:17:07:57|2016/02/04:17:08:51|0h 0m 54s|tpch|tpch_orc_4sf|4|hive|orc|Query 19
1454605951|1454606325|374000|2016/02/04:17:12:31|2016/02/04:17:18:45|0h 6m 14s|tpch|tpch_orc_4sf|4|hive|orc|Query 7
1454606325|1454606605|280000|2016/02/04:17:18:45|2016/02/04:17:23:25|0h 4m 40s|tpch|tpch_orc_4sf|4|hive|orc|Query 10
1454606605|1454606669|64000|2016/02/04:17:23:25|2016/02/04:17:24:29|0h 1m 4s|tpch|tpch_orc_4sf|4|hive|orc|Query 14
1454606669|1454606985|316000|2016/02/04:17:24:29|2016/02/04:17:29:45|0h 5m 16s|tpch|tpch_orc_4sf|4|hive|orc|Query 16
1454606985|1454607035|50000|2016/02/04:17:29:45|2016/02/04:17:30:35|0h 0m 50s|tpch|tpch_orc_4sf|4|hive|orc|Query 19
1454612216|1454612234|18000|2016/02/04:18:56:56|2016/02/04:18:57:14|0h 0m 18s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 1
1454612234|1454613172|938000|2016/02/04:18:57:14|2016/02/04:19:12:52|0h 15m 38s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 2
1454613172|1454613502|330000|2016/02/04:19:12:52|2016/02/04:19:18:22|0h 5m 30s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 6
1454613502|1454613520|18000|2016/02/04:19:18:22|2016/02/04:19:18:40|0h 0m 18s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 7
1454613520|1454616604|3084000|2016/02/04:19:18:40|2016/02/04:20:10:04|0h 51m 24s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 10
